a,tau_rq_03_LF95,tau_rq_07_LF95,tau_rq_03_LF05,tau_rq_07_LF05
1.5476953907815632,16007.471302698897,36763.77801902635,334388.11599726224,767977.0424858482
1.5525050100200402,15990.923963029985,36725.774344936326,334042.45029953774,767183.164630962
1.5573146292585172,15974.444833528138,36687.92732665989,333698.20947828644,766392.5592381269
1.562124248496994,15958.033423660907,36650.23583760898,333355.38328652945,765605.2027734775
1.566933867735471,15941.689247919869,36612.69876273408,333013.9615822374,764821.0719441847
1.571743486973948,15925.411825753972,36575.31499837098,332673.93432693765,764040.1436952518
1.576553106212425,15909.200681503868,36538.08345209018,332335.2915843429,763262.3952063692
1.5813627254509017,15893.055344337448,36501.00304254864,331998.02351900464,762487.803888819
1.5861723446893787,15876.975348186272,36464.07269934389,331662.1203949847,761716.347382426
1.5909819639278557,15860.960231683175,36427.291362870754,331327.5725745526,760948.0035525645
1.5957915831663327,15845.009538100752,36390.65798417997,330994.3705168999,760182.7504872062
1.6006012024048097,15829.122815290919,36354.17152483945,330662.504776878,759420.5664940211
1.6054108216432865,15813.29961562538,36317.83095679754,330331.9660037541,758661.4300975213
1.6102204408817635,15797.539495937073,36281.635262248536,330002.74493998894,757905.3200362519
1.6150300601202405,15781.842017462533,36245.583433500375,329674.83242003195,757152.2152600264
1.6198396793587175,15766.206745785234,36209.6744728443,329348.21936913754,756402.0949272055
1.6246492985971943,15750.633250779643,36173.90739242672,329022.89680219773,755654.9384020184
1.6294589178356713,15735.121106556431,36138.28121412303,328698.85582259565,754910.7252519284
1.6342685370741483,15719.6698914083,36102.794969413386,328376.08762107586,754169.4352450379
1.6390781563126253,15704.279187756776,36067.44769926049,328054.5834746315,753431.0483475347
1.6438877755511023,15688.948582099822,36032.23845398922,327734.33474541095,752695.5447211774
1.648697394789579,15673.677664960242,35997.16629316817,327415.3328796388,751962.904720822
1.653507014028056,15658.466030834916,35962.23028549307,327097.5694065568,751233.1088919847
